type,code,name,addr,lat,lng
03,4028200314,구이농협하나로마트본점,전북 완주군 구이면 두현리534-1,35.7341809,127.120627
02,5068301418,포항송라우체국,경상북도 포항시 북구 송라면 보경로 37 ,36.2283092,129.3585822
02,3038300824,신니우체국,충북 충주시 신니면 신덕로 788,36.9957568,127.7375336
01,12866130,보건당약국,서울특별시 구로구 구로동로26길 116 (구로동),37.4899316,126.8904021
01,38813874,미보건강약국,"울산광역시 북구 호계로 228-1, (호계동)",35.6243408,129.3542371
01,41823249,우성약국,"경기도 고양시 일산동구 동국로 48 1층 (식사동, 일산송보빌딩)",37.6774675,126.8057304
01,38823748,두레약국,"울산광역시 남구 굴화3길 5-3, (무거동)",35.5552396,129.263286
02,3048301388,제천덕산우체국,충북 제천시 덕산면 약초로 62,36.9116605,128.1638123
01,12852708,열린약국,"서울특별시 은평구 은평로 197-2, (녹번동)",37.6020126,126.9296154
01,32813571,주문진프라자약국,강원도 강릉시 연곡면 연주로 140,37.868548,128.8382508
01,12857131,미션약국,"서울특별시 노원구 동일로 1533 102호 (상계동, 백산빌딩)",37.6653534,127.0572639
01,34842322,정약국,"충청남도 당진시 당진중앙2로 103-8, 3층 303호 (읍내동, 진원스타타워)",36.8945366,126.6304735
01,32805152,후생약국,강원도 횡성군 횡성읍 읍상서로5번길 34,37.4896061,127.9868924
02,5018301301,청라언덕우체국,대구광역시 중구 남산로 79 (남산동) ,35.8637389,128.582006
01,21826447,자유약국,"부산광역시 남구 유엔로 10 1층 (우암동, 104.105.106호(뉴서울아파트상가))",35.1244709,129.0797501
01,12839400,정문대학약국,서울특별시 광진구 능동로 110 (화양동),37.540661,127.0714121
